x,y,z,entity_type
50.00000000000003,190.0,0.0,POLYLINE
50.00000000000003,190.09859837312683,0.0,POLYLINE
50.00000000000003,190.3889535822659,0.0,POLYLINE
50.00000000000003,190.86290576205494,0.0,POLYLINE
50.00000000000003,191.51229504713172,0.0,POLYLINE
50.00000000000003,192.32896157213406,0.0,POLYLINE
50.00000000000003,193.30474547169973,0.0,POLYLINE
50.00000000000003,194.43148688046648,0.0,POLYLINE
50.00000000000003,195.7010259330721,0.0,POLYLINE
50.00000000000003,197.10520276415437,0.0,POLYLINE
50.00000000000003,198.6358575083511,0.0,POLYLINE
50.00000000000002,200.28483030030006,0.0,POLYLINE
50.00000000000002,202.04396127463897,0.0,POLYLINE
50.00000000000002,203.90509056600567,0.0,POLYLINE
50.00000000000002,205.8600583090379,0.0,POLYLINE
50.00000000000002,207.90070463837347,0.0,POLYLINE
50.00000000000002,210.01886968865014,0.0,POLYLINE
50.00000000000002,212.2063935945057,0.0,POLYLINE
50.000000000000014,214.45511649057792,0.0,POLYLINE
50.000000000000014,216.75687851150457,0.0,POLYLINE
50.00000000000002,219.10351979192342,0.0,POLYLINE
50.00000000000002,221.4868804664723,0.0,POLYLINE
50.00000000000002,223.89880066978895,0.0,POLYLINE
50.000000000000014,226.33112053651115,0.0,POLYLINE
50.000000000000014,228.77568020127669,0.0,POLYLINE
50.000000000000014,231.2243197987233,0.0,POLYLINE
50.000000000000014,233.66887946348885,0.0,POLYLINE
50.00000000000001,236.1011993302111,0.0,POLYLINE
50.00000000000001,238.5131195335277,0.0,POLYLINE
50.000000000000014,240.89648020807653,0.0,POLYLINE
50.000000000000014,243.24312148849543,0.0,POLYLINE
50.00000000000001,245.5448835094221,0.0,POLYLINE
50.00000000000001,247.7936064054943,0.0,POLYLINE
50.00000000000001,249.9811303113499,0.0,POLYLINE
50.00000000000001,252.0992953616265,0.0,POLYLINE
50.00000000000001,254.1399416909621,0.0,POLYLINE
50.00000000000001,256.0949094339943,0.0,POLYLINE
50.0,257.956038725361,0.0,POLYLINE
50.00000000000001,259.7151696996999,0.0,POLYLINE
50.0,261.36414249164886,0.0,POLYLINE
50.0,262.8947972358456,0.0,POLYLINE
50.00000000000001,264.2989740669278,0.0,POLYLINE
50.0,265.5685131195335,0.0,POLYLINE
50.0,266.69525452830027,0.0,POLYLINE
50.0,267.67103842786594,0.0,POLYLINE
50.0,268.4877049528682,0.0,POLYLINE
50.0,269.1370942379451,0.0,POLYLINE
50.0,269.6110464177341,0.0,POLYLINE
50.0,269.90140162687317,0.0,POLYLINE
50.0,270.0,0.0,POLYLINE
50.0,270.0,0.0,POLYLINE
49.87675203359145,270.0,0.0,POLYLINE
49.51380802216763,270.0,0.0,POLYLINE
48.92136779743134,270.0,0.0,POLYLINE
48.10963119108534,270.0,0.0,POLYLINE
47.08879803483243,270.0,0.0,POLYLINE
45.86906816037535,270.0,0.0,POLYLINE
44.46064139941691,270.0,0.0,POLYLINE
42.87371758365987,270.0,0.0,POLYLINE
41.11849654480701,270.0,0.0,POLYLINE
39.20517811456111,270.0,0.0,POLYLINE
37.14396212462494,270.0,0.0,POLYLINE
34.9450484067013,270.0,0.0,POLYLINE
32.61863679249292,270.0,0.0,POLYLINE
30.174927113702623,270.0,0.0,POLYLINE
27.624119202033164,270.0,0.0,POLYLINE
24.976412889187326,270.0,0.0,POLYLINE
22.24200800686789,270.0,0.0,POLYLINE
19.43110438677762,270.0,0.0,POLYLINE
16.553901860619295,270.0,0.0,POLYLINE
13.620600260095706,270.0,0.0,POLYLINE
10.64139941690963,270.0,0.0,POLYLINE
7.626499162763807,270.0,0.0,POLYLINE
4.586099329361062,270.0,0.0,POLYLINE
1.5303997484041538,270.0,0.0,POLYLINE
-1.530399748404136,270.0,0.0,POLYLINE
-4.5860993293610655,270.0,0.0,POLYLINE
-7.626499162763814,270.0,0.0,POLYLINE
-10.641399416909628,270.0,0.0,POLYLINE
-13.6206002600957,270.0,0.0,POLYLINE
-16.5539018606193,270.0,0.0,POLYLINE
-19.431104386777626,270.0,0.0,POLYLINE
-22.24200800686789,270.0,0.0,POLYLINE
-24.976412889187316,270.0,0.0,POLYLINE
-27.624119202033157,270.0,0.0,POLYLINE
-30.174927113702623,270.0,0.0,POLYLINE
-32.61863679249292,270.0,0.0,POLYLINE
-34.945048406701275,270.0,0.0,POLYLINE
-37.14396212462495,270.0,0.0,POLYLINE
-39.20517811456111,270.0,0.0,POLYLINE
-41.118496544807016,270.0,0.0,POLYLINE
-42.873717583659854,270.0,0.0,POLYLINE
-44.46064139941687,270.0,0.0,POLYLINE
-45.86906816037535,270.0,0.0,POLYLINE
-47.08879803483242,270.0,0.0,POLYLINE
-48.10963119108533,270.0,0.0,POLYLINE
-48.921367797431344,270.0,0.0,POLYLINE
-49.51380802216764,270.0,0.0,POLYLINE
-49.87675203359143,270.0,0.0,POLYLINE
-50.0,270.0,0.0,POLYLINE
-50.0,270.0,0.0,POLYLINE
-50.0,269.90140162687317,0.0,POLYLINE
-50.0,269.6110464177341,0.0,POLYLINE
-50.0,269.13709423794506,0.0,POLYLINE
-50.0,268.4877049528683,0.0,POLYLINE
-50.0,267.67103842786594,0.0,POLYLINE
-50.0,266.69525452830027,0.0,POLYLINE
-50.0,265.5685131195335,0.0,POLYLINE
-50.0,264.2989740669279,0.0,POLYLINE
-50.0,262.8947972358456,0.0,POLYLINE
-50.0,261.36414249164886,0.0,POLYLINE
-49.99999999999999,259.71516969969997,0.0,POLYLINE
-49.99999999999999,257.95603872536105,0.0,POLYLINE
-49.99999999999999,256.09490943399436,0.0,POLYLINE
-49.99999999999999,254.1399416909621,0.0,POLYLINE
-49.99999999999999,252.09929536162653,0.0,POLYLINE
-49.99999999999999,249.98113031134986,0.0,POLYLINE
-49.99999999999999,247.7936064054943,0.0,POLYLINE
-49.999999999999986,245.54488350942208,0.0,POLYLINE
-49.999999999999986,243.24312148849543,0.0,POLYLINE
-49.99999999999999,240.89648020807658,0.0,POLYLINE
-49.99999999999999,238.5131195335277,0.0,POLYLINE
-49.99999999999999,236.10119933021105,0.0,POLYLINE
-49.999999999999986,233.66887946348885,0.0,POLYLINE
-49.999999999999986,231.22431979872331,0.0,POLYLINE
-49.999999999999986,228.7756802012767,0.0,POLYLINE
-49.999999999999986,226.33112053651115,0.0,POLYLINE
-49.99999999999998,223.89880066978895,0.0,POLYLINE
-49.99999999999998,221.48688046647231,0.0,POLYLINE
-49.999999999999986,219.10351979192347,0.0,POLYLINE
-49.999999999999986,216.75687851150457,0.0,POLYLINE
-49.99999999999998,214.4551164905779,0.0,POLYLINE
-49.99999999999998,212.2063935945057,0.0,POLYLINE
-49.99999999999998,210.0188696886501,0.0,POLYLINE
-49.99999999999998,207.9007046383735,0.0,POLYLINE
-49.99999999999998,205.8600583090379,0.0,POLYLINE
-49.99999999999998,203.90509056600567,0.0,POLYLINE
-49.99999999999997,202.043961274639,0.0,POLYLINE
-49.99999999999998,200.28483030030006,0.0,POLYLINE
-49.99999999999997,198.6358575083511,0.0,POLYLINE
-49.99999999999997,197.1052027641544,0.0,POLYLINE
-49.99999999999998,195.70102593307212,0.0,POLYLINE
-49.99999999999997,194.43148688046648,0.0,POLYLINE
-49.99999999999997,193.30474547169973,0.0,POLYLINE
-49.99999999999997,192.32896157213406,0.0,POLYLINE
-49.99999999999997,191.51229504713174,0.0,POLYLINE
-49.99999999999997,190.8629057620549,0.0,POLYLINE
-49.99999999999997,190.38895358226588,0.0,POLYLINE
-49.99999999999997,190.09859837312686,0.0,POLYLINE
-49.99999999999997,190.0,0.0,POLYLINE
-49.99999999999997,190.0,0.0,POLYLINE
-49.87675203359142,190.0,0.0,POLYLINE
-49.5138080221676,190.0,0.0,POLYLINE
-48.92136779743131,190.0,0.0,POLYLINE
-48.10963119108531,190.0,0.0,POLYLINE
-47.0887980348324,190.0,0.0,POLYLINE
-45.86906816037532,190.0,0.0,POLYLINE
-44.46064139941688,190.0,0.0,POLYLINE
-42.87371758365984,190.0,0.0,POLYLINE
-41.11849654480698,190.0,0.0,POLYLINE
-39.20517811456108,190.0,0.0,POLYLINE
-37.14396212462491,190.0,0.0,POLYLINE
-34.94504840670127,190.0,0.0,POLYLINE
-32.61863679249289,190.0,0.0,POLYLINE
-30.174927113702594,190.0,0.0,POLYLINE
-27.624119202033135,190.0,0.0,POLYLINE
-24.976412889187298,190.0,0.0,POLYLINE
-22.242008006867863,190.0,0.0,POLYLINE
-19.43110438677759,190.0,0.0,POLYLINE
-16.553901860619266,190.0,0.0,POLYLINE
-13.620600260095678,190.0,0.0,POLYLINE
-10.641399416909602,190.0,0.0,POLYLINE
-7.626499162763778,190.0,0.0,POLYLINE
-4.5860993293610335,190.0,0.0,POLYLINE
-1.5303997484041254,190.0,0.0,POLYLINE
1.5303997484041645,190.0,0.0,POLYLINE
4.586099329361094,190.0,0.0,POLYLINE
7.626499162763842,190.0,0.0,POLYLINE
